Value;Href;Version;MethodParameter;FullClassPath;ModifiedValue
causeSnippet();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/SnippetEvent.html#causeSnippet();9;[''];.jdk.jshell.jdk.jshell.SnippetEvent;causeSnippet
ChaCha20ParameterSpec;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/javax/crypto/spec/ChaCha20ParameterSpec.html;11;[''];.java.base.javax.crypto.spec.ChaCha20ParameterSpec;ChaCha20ParameterSpec
ChaCha20ParameterSpec(byte[], int);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/javax/crypto/spec/ChaCha20ParameterSpec.html#%3Cinit%3E(byte%5B%5D,int);11;['byte[]', 'int'];.java.base.javax.crypto.spec.ChaCha20ParameterSpec;ChaCha20ParameterSpec
Channels;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.net/jdk/nio/Channels.html;11;[''];.jdk.net.jdk.nio.Channels;Channels
Channels.SelectableChannelCloser;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.net/jdk/nio/Channels.SelectableChannelCloser.html;11;[''];.jdk.net.jdk.nio.Channels.SelectableChannelCloser;Channels.SelectableChannelCloser
checkInput(ObjectInputFilter.FilterInfo);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/io/ObjectInputFilter.html#checkInput(java.io.ObjectInputFilter.FilterInfo);9;['ObjectInputFilter.FilterInfo'];.java.base.java.io.ObjectInputFilter;checkInput
ClassDeclarationTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ClassDeclarationTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ClassDeclarationTree;ClassDeclarationTree
classesRedefined(ExecutionControl.ClassBytecodes[]);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/DirectExecutionControl.html#classesRedefined(jdk.jshell.spi.ExecutionControl.ClassBytecodes%5B%5D);9;['ExecutionControl.ClassBytecodes[]'];.jdk.jshell.jdk.jshell.execution.DirectExecutionControl;classesRedefined
classesRedefined(ExecutionControl.ClassBytecodes[]);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/LoaderDelegate.html#classesRedefined(jdk.jshell.spi.ExecutionControl.ClassBytecodes%5B%5D);9;['ExecutionControl.ClassBytecodes[]'];.jdk.jshell.jdk.jshell.execution.LoaderDelegate;classesRedefined
ClassExpressionTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ClassExpressionTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ClassExpressionTree;ClassExpressionTree
classLoader();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jdi/com/sun/jdi/ModuleReference.html#classLoader();9;[''];.jdk.jdi.com.sun.jdi.ModuleReference;classLoader
clean();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ref/Cleaner.Cleanable.html#clean();9;[''];.java.base.java.lang.ref.Cleaner.Cleanable;clean
CLEAN_FAX_DATA_ERRORS_CORRECTED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/FaxTIFFTagSet.html#CLEAN_FAX_DATA_ERRORS_CORRECTED;9;[''];.java.desktop.javax.imageio.plugins.tiff.FaxTIFFTagSet;CLEAN_FAX_DATA_ERRORS_CORRECTED
CLEAN_FAX_DATA_ERRORS_UNCORRECTED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/FaxTIFFTagSet.html#CLEAN_FAX_DATA_ERRORS_UNCORRECTED;9;[''];.java.desktop.javax.imageio.plugins.tiff.FaxTIFFTagSet;CLEAN_FAX_DATA_ERRORS_UNCORRECTED
CLEAN_FAX_DATA_NO_ERRORS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/FaxTIFFTagSet.html#CLEAN_FAX_DATA_NO_ERRORS;9;[''];.java.desktop.javax.imageio.plugins.tiff.FaxTIFFTagSet;CLEAN_FAX_DATA_NO_ERRORS
Cleaner.Cleanable;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ref/Cleaner.Cleanable.html;9;[''];.java.base.java.lang.ref.Cleaner.Cleanable;Cleaner.Cleanable
CLEAR_GLOBAL_FOCUS_OWNER;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/event/FocusEvent.Cause.html#CLEAR_GLOBAL_FOCUS_OWNER;9;[''];.java.desktop.java.awt.event.FocusEvent.Cause;CLEAR_GLOBAL_FOCUS_OWNER
clientCodeEnter();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/DirectExecutionControl.html#clientCodeEnter();9;[''];.jdk.jshell.jdk.jshell.execution.DirectExecutionControl;clientCodeEnter
clientCodeLeave();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/DirectExecutionControl.html#clientCodeLeave();9;[''];.jdk.jshell.jdk.jshell.execution.DirectExecutionControl;clientCodeLeave
clone();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/security/cert/URICertStoreParameters.html#clone();9;[''];.java.base.java.security.cert.URICertStoreParameters;clone
clone();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFDirectory.html#clone();9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFDirectory;clone
clone();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFField.html#clone();9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFField;clone
cloneRecording(long, boolean);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html#cloneRecording(long,boolean);9;['long', 'boolean'];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;cloneRecording
close();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/concurrent/SubmissionPublisher.html#close();9;[''];.java.base.java.util.concurrent.SubmissionPublisher;close
close();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/consumer/RecordingFile.html#close();9;[''];.jdk.jfr.jdk.jfr.consumer.RecordingFile;close
close();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Recording.html#close();9;[''];.jdk.jfr.jdk.jfr.Recording;close
close();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/StreamingExecutionControl.html#close();9;[''];.jdk.jshell.jdk.jshell.execution.StreamingExecutionControl;close
close();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/JShell.html#close();9;[''];.jdk.jshell.jdk.jshell.JShell;close
close();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/spi/ExecutionControl.html#close();9;[''];.jdk.jshell.jdk.jshell.spi.ExecutionControl;close
CLOSE_ALL_WINDOWS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitStrategy.html#CLOSE_ALL_WINDOWS;9;[''];.java.desktop.java.awt.desktop.QuitStrategy;CLOSE_ALL_WINDOWS
CLOSED;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/RecordingState.html#CLOSED;9;[''];.jdk.jfr.jdk.jfr.RecordingState;CLOSED
closeDown();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/spi/ExecutionEnv.html#closeDown();9;[''];.jdk.jshell.jdk.jshell.spi.ExecutionEnv;closeDown
closeExceptionally(Throwable);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/concurrent/SubmissionPublisher.html#closeExceptionally(java.lang.Throwable);9;['Throwable'];.java.base.java.util.concurrent.SubmissionPublisher;closeExceptionally
closeRecording(long);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html#closeRecording(long);9;['long'];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;closeRecording
closeStream(long);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html#closeStream(long);9;['long'];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;closeStream
COLOR_SPACE_SRGB;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COLOR_SPACE_SRGB;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COLOR_SPACE_SRGB
COLOR_SPACE_UNCALIBRATED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COLOR_SPACE_UNCALIBRATED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COLOR_SPACE_UNCALIBRATED
combine(Set<String>);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/SettingControl.html#combine(java.util.Set);9;['Set<String>'];.jdk.jfr.jdk.jfr.SettingControl;combine
command();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ProcessHandle.Info.html#command();9;[''];.java.base.java.lang.ProcessHandle.Info;command
commandLine();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ProcessHandle.Info.html#commandLine();9;[''];.java.base.java.lang.ProcessHandle.Info;commandLine
comments();https://docs.oracle.com/en/java/javase/11/docs/api//java.compiler/javax/annotation/processing/Generated.html#comments();9;[''];.java.compiler.javax.annotation.processing.Generated;comments
commit();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Event.html#commit();9;[''];.jdk.jfr.jdk.jfr.Event;commit
compareAndExchange(Object...);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/invoke/VarHandle.html#compareAndExchange(java.lang.Object...);9;['Object...'];.java.base.java.lang.invoke.VarHandle;compareAndExchange
compareAndExchangeAcquire(Object...);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/invoke/VarHandle.html#compareAndExchangeAcquire(java.lang.Object...);9;['Object...'];.java.base.java.lang.invoke.VarHandle;compareAndExchangeAcquire
compareAndExchangeRelease(Object...);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/invoke/VarHandle.html#compareAndExchangeRelease(java.lang.Object...);9;['Object...'];.java.base.java.lang.invoke.VarHandle;compareAndExchangeRelease
compareAndSet(Object...);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/invoke/VarHandle.html#compareAndSet(java.lang.Object...);9;['Object...'];.java.base.java.lang.invoke.VarHandle;compareAndSet
compareTo(ModuleDescriptor);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#compareTo(java.lang.module.ModuleDescriptor);9;['ModuleDescriptor'];.java.base.java.lang.module.ModuleDescriptor;compareTo
compareTo(ModuleDescriptor.Exports);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Exports.html#compareTo(java.lang.module.ModuleDescriptor.Exports);9;['ModuleDescriptor.Exports'];.java.base.java.lang.module.ModuleDescriptor.Exports;compareTo
compareTo(ModuleDescriptor.Opens);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Opens.html#compareTo(java.lang.module.ModuleDescriptor.Opens);9;['ModuleDescriptor.Opens'];.java.base.java.lang.module.ModuleDescriptor.Opens;compareTo
compareTo(ModuleDescriptor.Provides);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Provides.html#compareTo(java.lang.module.ModuleDescriptor.Provides);9;['ModuleDescriptor.Provides'];.java.base.java.lang.module.ModuleDescriptor.Provides;compareTo
compareTo(ModuleDescriptor.Requires);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Requires.html#compareTo(java.lang.module.ModuleDescriptor.Requires);9;['ModuleDescriptor.Requires'];.java.base.java.lang.module.ModuleDescriptor.Requires;compareTo
compareTo(ModuleDescriptor.Version);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Version.html#compareTo(java.lang.module.ModuleDescriptor.Version);9;['ModuleDescriptor.Version'];.java.base.java.lang.module.ModuleDescriptor.Version;compareTo
compareTo(Runtime.Version);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/Runtime.Version.html#compareTo(java.lang.Runtime.Version);9;['Runtime.Version'];.java.base.java.lang.Runtime.Version;compareTo
compareToIgnoreOptional(Runtime.Version);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/Runtime.Version.html#compareToIgnoreOptional(java.lang.Runtime.Version);9;['Runtime.Version'];.java.base.java.lang.Runtime.Version;compareToIgnoreOptional
CompilationUnitTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/CompilationUnitTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.CompilationUnitTree;CompilationUnitTree
compiledVersion();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Requires.html#compiledVersion();9;[''];.java.base.java.lang.module.ModuleDescriptor.Requires;compiledVersion
completionSuggestions(String, int, int[]);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/SourceCodeAnalysis.html#completionSuggestions(java.lang.String,int,int%5B%5D);9;['String', 'int', 'int[]'];.jdk.jshell.jdk.jshell.SourceCodeAnalysis;completionSuggestions
COMPONENTS_CONFIGURATION_B;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COMPONENTS_CONFIGURATION_B;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COMPONENTS_CONFIGURATION_B
COMPONENTS_CONFIGURATION_CB;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COMPONENTS_CONFIGURATION_CB;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COMPONENTS_CONFIGURATION_CB
COMPONENTS_CONFIGURATION_CR;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COMPONENTS_CONFIGURATION_CR;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COMPONENTS_CONFIGURATION_CR
COMPONENTS_CONFIGURATION_DOES_NOT_EXIST;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COMPONENTS_CONFIGURATION_DOES_NOT_EXIST;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COMPONENTS_CONFIGURATION_DOES_NOT_EXIST
COMPONENTS_CONFIGURATION_G;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COMPONENTS_CONFIGURATION_G;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COMPONENTS_CONFIGURATION_G
COMPONENTS_CONFIGURATION_R;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COMPONENTS_CONFIGURATION_R;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COMPONENTS_CONFIGURATION_R
COMPONENTS_CONFIGURATION_Y;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#COMPONENTS_CONFIGURATION_Y;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;COMPONENTS_CONFIGURATION_Y
compose(ModuleFinder...);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleFinder.html#compose(java.lang.module.ModuleFinder...);9;['ModuleFinder...'];.java.base.java.lang.module.ModuleFinder;compose
CompoundAssignmentTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/CompoundAssignmentTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.CompoundAssignmentTree;CompoundAssignmentTree
COMPRESSION_CCITT_RLE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_CCITT_RLE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_CCITT_RLE
COMPRESSION_CCITT_T_4;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_CCITT_T_4;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_CCITT_T_4
COMPRESSION_CCITT_T_6;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_CCITT_T_6;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_CCITT_T_6
COMPRESSION_DEFLATE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_DEFLATE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_DEFLATE
COMPRESSION_JPEG;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_JPEG;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_JPEG
COMPRESSION_LZW;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_LZW;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_LZW
COMPRESSION_NONE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_NONE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_NONE
COMPRESSION_OLD_JPEG;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_OLD_JPEG;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_OLD_JPEG
COMPRESSION_PACKBITS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_PACKBITS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_PACKBITS
COMPRESSION_ZLIB;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#COMPRESSION_ZLIB;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;COMPRESSION_ZLIB
ConditionalExpressionTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ConditionalExpressionTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ConditionalExpressionTree;ConditionalExpressionTree
ConditionalLoopTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ConditionalLoopTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ConditionalLoopTree;ConditionalLoopTree
configuration();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ResolvedModule.html#configuration();9;[''];.java.base.java.lang.module.ResolvedModule;configuration
configuration();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ModuleLayer.html#configuration();9;[''];.java.base.java.lang.ModuleLayer;configuration
